"9538352343510502"|"00"|5000|5000|"01"|"01"|"2020-11-01"|"2020-11-02"
"9538352343510502"|"00"|5000|9700|"01"|"01"|"2020-11-02"|"3000-12-31"
"9439471992688729"|"00"|5000|5000|"02"|"02"|"2020-11-01"|"2020-11-03"
"9439471992688729"|"00"|5000|6400|"02"|"02"|"2020-11-03"|"3000-12-31"
"8242506939285644"|"00"|5000|5000|"01"|"03"|"2020-11-01"|"2020-11-03"
"8242506939285644"|"00"|5000|7800|"01"|"03"|"2020-11-03"|"3000-12-31"
"3720342944933796"|"00"|5000|5000|"01"|"04"|"2020-11-01"|"2020-11-04"
"3720342944933796"|"00"|5000|5200|"01"|"04"|"2020-11-04"|"3000-12-31"
"0612852008403611"|"00"|5000|5000|"02"|"05"|"2020-11-01"|"2020-11-05"
"0612852008403611"|"00"|5000|6100|"02"|"05"|"2020-11-05"|"3000-12-31"
"4251875056949337"|"00"|5000|5000|"01"|"01"|"2020-11-01"|"2020-11-06"
"4251875056949337"|"00"|5000|4000|"01"|"01"|"2020-11-06"|"3000-12-31"
"3169105015853955"|"00"|5000|5000|"01"|"02"|"2020-11-01"|"2020-11-07"
"3169105015853955"|"00"|5000|3200|"01"|"02"|"2020-11-07"|"3000-12-31"
"2999848778957918"|"00"|5000|5000|"02"|"03"|"2020-11-01"|"2020-11-08"
"2999848778957918"|"00"|5000|700|"02"|"03"|"2020-11-08"|"3000-12-31"
"1943044916557102"|"00"|5000|5000|"02"|"04"|"2020-11-01"|"2020-11-09"
"1943044916557102"|"00"|5000|5400|"02"|"04"|"2020-11-09"|"3000-12-31"
"9392546391000195"|"00"|5000|5000|"01"|"05"|"2020-11-01"|"2020-11-02"
"9392546391000195"|"00"|5000|1400|"01"|"05"|"2020-11-02"|"3000-12-31"
"3538352343510502"|"00"|5000|5000|"01"|"01"|"2020-11-01"|"2020-11-03"
"3538352343510502"|"00"|5000|5500|"01"|"01"|"2020-11-03"|"3000-12-31"
"3439471992688729"|"00"|5000|5000|"02"|"02"|"2020-11-01"|"2020-11-04"
"3439471992688729"|"00"|5000|4000|"02"|"02"|"2020-11-04"|"3000-12-31"
"4242506939285644"|"00"|5000|5000|"01"|"03"|"2020-11-01"|"2020-11-05"
"4242506939285644"|"00"|5000|4400|"01"|"03"|"2020-11-05"|"3000-12-31"
"4720342944933796"|"00"|5000|5000|"02"|"04"|"2020-11-01"|"2020-11-06"
"4720342944933796"|"00"|5000|6400|"02"|"04"|"2020-11-06"|"3000-12-31"
"5612852008403611"|"00"|5000|5000|"02"|"05"|"2020-11-01"|"2020-11-07"
"5612852008403611"|"00"|5000|2500|"02"|"05"|"2020-11-07"|"3000-12-31"
"5251875056949337"|"00"|5000|5000|"02"|"01"|"2020-11-01"|"2020-11-08"
"5251875056949337"|"00"|5000|7100|"02"|"01"|"2020-11-08"|"3000-12-31"
"6169105015853955"|"00"|5000|5000|"01"|"02"|"2020-11-01"|"2020-11-09"
"6169105015853955"|"00"|5000|5300|"01"|"02"|"2020-11-09"|"3000-12-31"
"6999848778957918"|"00"|5000|5000|"01"|"03"|"2020-11-01"|"2020-11-02"
"6999848778957918"|"00"|5000|6600|"01"|"03"|"2020-11-02"|"3000-12-31"
"7943044916557102"|"00"|5000|5000|"01"|"04"|"2020-11-01"|"2020-11-03"
"7943044916557102"|"00"|5000|4300|"01"|"04"|"2020-11-03"|"3000-12-31"
"7392546391000195"|"00"|5000|5000|"02"|"05"|"2020-11-01"|"2020-11-04"
"7392546391000195"|"00"|5000|2000|"02"|"05"|"2020-11-04"|"3000-12-31"
"6223030523963653"|"00"|15470.00|15470.00|"03"|"02"|"2020-11-01"|"2020-11-05"
"6223030523963653"|"00"|15470.00|3470.00|"03"|"02"|"2020-11-05"|"3000-12-31"
"6223030523964865"|"00"|10000.00|10000.00|"04"|"04"|"2020-11-01"|"2020-11-06"
"6223030523964865"|"00"|10000.00|6400.00|"04"|"04"|"2020-11-06"|"3000-12-31"
"6223030523965726"|"00"|10000.00|10000.00|"03"|"02"|"2020-11-01"|"2020-11-07"
"6223030523965726"|"00"|10000.00|34000.00|"03"|"02"|"2020-11-07"|"3000-12-31"
"6223030523963659"|"00"|15000.00|15000.00|"04"|"02"|"2020-11-01"|"2020-11-08"
"6223030523963659"|"00"|15000.00|9000.00|"04"|"02"|"2020-11-08"|"3000-12-31"
"6223030523968975"|"00"|15000.00|15000.00|"03"|"02"|"2020-11-01"|"2020-11-09"
"6223030523968975"|"00"|15000.00|3000.00|"03"|"02"|"2020-11-09"|"3000-12-31"
"6223030523963736"|"00"|16000.00|16000.00|"04"|"05"|"2020-11-01"|"2020-11-02"
"6223030523963736"|"00"|16000.00|36520.00|"04"|"05"|"2020-11-02"|"3000-12-31"
"6223030523963714"|"00"|16470.00|16470.00|"03"|"02"|"2020-11-01"|"2020-11-03"
"6223030523963714"|"00"|16470.00|16350.00|"03"|"02"|"2020-11-03"|"3000-12-31"
"6223030523966482"|"00"|15400.00|15400.00|"04"|"02"|"2020-11-01"|"2020-11-04"
"6223030523966482"|"00"|15400.00|5800.00|"04"|"02"|"2020-11-04"|"3000-12-31"
"6223030523963897"|"00"|15500.00|15500.00|"03"|"03"|"2020-11-01"|"2020-11-05"
"6223030523963897"|"00"|15500.00|27500.00|"03"|"03"|"2020-11-05"|"3000-12-31"
"6223030523963968"|"00"|15300.00|15300.00|"04"|"01"|"2020-11-01"|"2020-11-06"
"6223030523963968"|"00"|15300.00|14100.00|"04"|"01"|"2020-11-06"|"3000-12-31"
"1351515313"|"00"|1000|1000|"05"|"01"|"2020-11-01"|"3000-12-31"
"3215221512"|"00"|1000|1000|"06"|"02"|"2020-11-01"|"3000-12-31"
"3215221513"|"20"|1000|1000|"06"|"03"|"2020-11-01"|"3000-12-31"
"3215221514"|"10"|1000|1000|"05"|"04"|"2020-11-01"|"3000-12-31"
"3215221515"|"00"|1000|1000|"06"|"05"|"2020-11-01"|"3000-12-31"
"3215221516"|"00"|1000|1000|"05"|"02"|"2020-11-01"|"3000-12-31"
"3215221517"|"30"|1000|1000|"06"|"01"|"2020-11-01"|"3000-12-31"
"3215221518"|"00"|1000|1000|"05"|"02"|"2020-11-01"|"3000-12-31"
"3215221519"|"30"|1000|1000|"05"|"03"|"2020-11-01"|"3000-12-31"
"3215221510"|"00"|1000|1000|"06"|"02"|"2020-11-01"|"3000-12-31"
